Date,Time,CategoryA,CategoryB,Borrowing,Directions,Equipment,Referral,Reference,Other,Catalogue
8/20/2017,12pm-2pm,,,,,,,,,
8/20/2017,10am-12pm,,,,,,,,,6
8/20/2017,2pm-4pm,10,20,33,,,13,,,19
8/20/2017,2pm-4pm,,12,,,,,,35,
8/20/2017,4pm-6pm,2,,15,27,,,,,
8/20/2017,4pm-6pm,,,,,,,,,
8/20/2017,6pm-8pm,12,,,2,,,,,
8/20/2017,6pm-8pm,,0,5,,,,,,
8/21/2017,8am-10am,,0,,,27,,,,9
8/21/2017,8am-10am,,26,,,,22,,,
8/21/2017,10am-12pm,,,,,,,,,
8/21/2017,12pm-2pm,,,,,,,,,
8/21/2017,12pm-2pm,,,,,,,,,
8/21/2017,12pm-2pm,,,3,34,,,,,
8/21/2017,2pm-4pm,,,,,,20,,,17
8/21/2017,2pm-4pm,17,,,,4,,36,,
8/21/2017,2pm-4pm,,,,,27,,,,
8/21/2017,4pm-6pm,,,,,33,,,,
8/21/2017,4pm-6pm,,,,,27,,,,
8/21/2017,6pm-8pm,,,,,,,,,
8/21/2017,6pm-8pm,,,,,,,,,
8/22/2017,8am-10am,,3,34,1,,,,,
8/22/2017,8am-10am,,21,,,,36,17,,
8/22/2017,8am-10am,,,,,,,,,22
8/22/2017,10am-12pm,,,,,,,,,
8/22/2017,12pm-2pm,,18,,20,31,,,17,
8/22/2017,12pm-2pm,,,,,,,,,
8/22/2017,2pm-4pm,,,,,37,,,,
8/22/2017,2pm-4pm,30,,,,,,,,16
8/22/2017,4pm-6pm,,35,,,,,,23,13
8/22/2017,4pm-6pm,35,,16,,,,12,,
8/22/2017,6pm-8pm,,,,,,,,,
8/22/2017,6pm-8pm,,,,,,,,,
8/23/2017,8am-10am,,26,,5,9,,,10,
8/23/2017,8am-10am,,,38,,,,,15,
8/23/2017,10am-12pm,1,,,,,,,,
8/23/2017,10am-12pm,,,,13,,,,,
8/23/2017,12pm-2pm,,,,,,,,11,
8/23/2017,12pm-2pm,,,,,,11,27,,
8/23/2017,2pm-4pm,11,,,,,,15,11,27
8/23/2017,2pm-4pm,,,,,,21,28,,
8/23/2017,4pm-6pm,,,,,,,,,
8/23/2017,6pm-8pm,22,,35,,,,,,
8/23/2017,6pm-8pm,,,,,,,,,
8/24/2017,8am-10am,,,,,,,,,23
8/24/2017,8am-10am,,,,,,,,,
8/24/2017,10am-12pm,,,,,,,,,
8/24/2017,12pm-2pm,,,5,,,,,,
8/24/2017,10am-12pm,,,,6,,21,,,
8/24/2017,12pm-2pm,13,,6,35,,,23,30,
8/24/2017,12pm-2pm,,,,,,,37,,
8/24/2017,2pm-4pm,,,,,,,,,
8/24/2017,2pm-4pm,,30,,,,,,,
8/24/2017,4pm-6pm,,,,,23,,33,,
8/24/2017,4pm-6pm,,27,,,,,,32,
8/25/2017,8am-10am,3,,,,,,0,,33
8/25/2017,10am-12pm,,,,,39,,,,
8/25/2017,8am-10am,,,,,,21,,,
8/25/2017,10am-12pm,12,,32,,,20,,,
8/25/2017,12pm-2pm,,21,,,,,,9,18
8/25/2017,12pm-2pm,,27,37,,,,,,
8/25/2017,12pm-2pm,,4,,,,,,2,
8/25/2017,2pm-4pm,,,,,,,,,
8/25/2017,2pm-4pm,,,6,13,,,,5,
8/25/2017,4pm-6pm,,11,,,,,,,
8/25/2017,4pm-6pm,,23,12,,,,1,21,
8/26/2017,8am-10am,,,2,,,,,,
8/26/2017,8am-10am,,,,,,23,,,
8/26/2017,10am-12pm,,,,,0,,,,
8/26/2017,10am-12pm,,,,,,4,21,,
8/26/2017,12pm-2pm,,,33,,,,,,34
8/26/2017,12pm-2pm,9,,,,,,,,
8/26/2017,2pm-4pm,,,,,,,,,
8/26/2017,2pm-4pm,,,16,,,,,,
8/26/2017,4pm-6pm,,,32,32,,12,31,,28
8/26/2017,6pm-8pm,,,,,,1,,,
8/26/2017,6pm-8pm,,5,19,,35,,,,
8/26/2017,6pm-8pm,39,,,33,,,,,16
8/27/2017,8am-10am,,,,,16,,,,
8/27/2017,8am-10am,,,,,,,,,
8/27/2017,10am-12pm,,,,1,,,,12,
8/27/2017,10am-12pm,,,6,21,20,11,,37,
8/27/2017,12pm-2pm,,,,,,,3,,9
8/27/2017,12pm-2pm,11,10,,,,6,,,
8/27/2017,2pm-4pm,,,,24,,,4,,
8/27/2017,2pm-4pm,,,,,2,,,5,
8/27/2017,4pm-6pm,,,,,,,,,13
8/27/2017,6pm-8pm,,,,,17,20,,,
8/28/2017,8am-10am,,,,,,,,,
8/28/2017,8am-10am,27,38,,,,,,,
8/28/2017,10am-12pm,,,,,,16,,,
8/28/2017,10am-12pm,,,29,,,,,,
8/28/2017,12pm-2pm,,,,,,37,38,,
8/28/2017,12pm-2pm,,,,23,,,,,
8/28/2017,2pm-4pm,,,,25,,,,,
8/28/2017,2pm-4pm,31,11,1,,,,,14,16
8/29/2017,8am-10am,32,,,,,,14,,
8/29/2017,8am-10am,,0,,,,,20,24,
8/29/2017,10am-12pm,,19,,,,,,0,
8/29/2017,10am-12pm,,,,,,,,7,
8/29/2017,12pm-2pm,,,,,,38,,,
8/29/2017,2pm-4pm,,,3,,,,,,
8/29/2017,4pm-6pm,,10,,,,,,,
8/29/2017,4pm-6pm,36,,23,,,2,,,
8/29/2017,6pm-8pm,,,,,,31,,,
8/29/2017,6pm-8pm,,,,,,,,,
8/30/2017,8am-10am,,,,,,30,,,17
8/30/2017,10am-12pm,,,37,,,,,,4
8/30/2017,10am-12pm,,,38,,22,,,13,
8/30/2017,12pm-2pm,,,8,,,13,12,,14
8/30/2017,12pm-2pm,15,28,,,,,,,
8/30/2017,2pm-4pm,,34,,,,,,,
8/30/2017,2pm-4pm,25,,,,9,,,,
8/30/2017,4pm-6pm,32,15,,,,17,,,
8/30/2017,4pm-6pm,,,32,,,,,,
8/30/2017,6pm-8pm,,,23,18,,,,,
8/30/2017,6pm-8pm,,,,,,11,,,
8/31/2017,8am-10am,,,,,,,,25,13
8/31/2017,8am-10am,,,38,,,,,,
8/31/2017,10am-12pm,20,21,,,37,,,,27
8/31/2017,10am-12pm,,,22,,,,,,38
8/31/2017,12pm-2pm,,,,,,,,,19
8/31/2017,12pm-2pm,,,,,,,,,
8/31/2017,12pm-2pm,,25,,,,,,,
8/31/2017,2pm-4pm,,,,,,,,,
8/31/2017,4pm-6pm,29,,,18,,,,,
9/1/2017,8am-10am,7,,,20,39,,31,,
9/1/2017,10am-12pm,,,19,,,,8,1,
9/1/2017,10am-12pm,,,,,,36,,,
9/1/2017,12pm-2pm,,37,,,,,,,
9/1/2017,2pm-4pm,22,,,,,,,,15
9/1/2017,4pm-6pm,,,,,,,,5,
9/2/2017,8am-10am,,,,,,21,,,10
9/2/2017,8am-10am,,25,,,,,15,,
9/2/2017,10am-12pm,,,,,,,27,,
9/2/2017,10am-12pm,,,,,,,,19,
9/2/2017,12pm-2pm,30,,18,,,,27,,
9/2/2017,12pm-2pm,,,34,,37,,,,37
9/2/2017,2pm-4pm,,,,,,,,27,
9/2/2017,4pm-6pm,,,,,,,32,,
9/2/2017,4pm-6pm,,16,33,,,,,,
9/2/2017,6pm-8pm,,,,,,,,,
9/2/2017,6pm-8pm,,,3,,,,,37,33
9/3/2017,8am-10am,,,,,,,8,,
9/3/2017,8am-10am,,,30,,,,,,
9/3/2017,10am-12pm,,,,,,,,3,
9/3/2017,10am-12pm,31,,,30,,,,,
9/3/2017,12pm-2pm,,23,,1,,,,,
9/3/2017,12pm-2pm,,,33,,,,,,0
9/3/2017,2pm-4pm,,,,,,33,0,,
9/3/2017,2pm-4pm,,6,27,,0,18,,,
9/3/2017,4pm-6pm,,,,,,,23,,
9/3/2017,4pm-6pm,,,28,,,,28,,22
9/3/2017,4pm-6pm,,,,33,,,,,
9/3/2017,6pm-8pm,,,,24,,,21,,
9/4/2017,8am-10am,,,,,33,,,1,
9/4/2017,10am-12pm,,,,,,,,,5
9/4/2017,8am-10am,,36,,,,,,,39
9/4/2017,10am-12pm,,9,,10,,,,25,
9/4/2017,12pm-2pm,,27,,,,,1,30,
9/4/2017,12pm-2pm,,,5,,,,,,
9/4/2017,2pm-4pm,,,,,,,,,
9/4/2017,2pm-4pm,,,,,,,,,
9/4/2017,2pm-4pm,,,,,,35,27,,14
9/4/2017,4pm-6pm,,,,,25,,,,
9/4/2017,6pm-8pm,,,,,,0,,,
9/5/2017,8am-10am,,,,,,,,4,
9/5/2017,8am-10am,,,,,,,,,
9/5/2017,10am-12pm,,,20,,,,,,
9/5/2017,10am-12pm,29,,32,,,,,,35
9/5/2017,8am-10am,,24,,,,10,,,
9/5/2017,12pm-2pm,8,16,,,,,,6,
9/5/2017,2pm-4pm,,,,25,,,,2,
9/5/2017,4pm-6pm,,,,,20,,,,24
9/5/2017,4pm-6pm,23,,,26,,,,,
9/5/2017,6pm-8pm,28,,,,,,,,22
9/5/2017,6pm-8pm,,,32,,,,,,
9/6/2017,8am-10am,24,19,,,,21,24,,
9/6/2017,8am-10am,,,,15,,,,,18
9/6/2017,10am-12pm,,,,,36,,,18,
9/6/2017,10am-12pm,,,36,,12,1,31,5,
9/6/2017,12pm-2pm,,,,,20,,31,,
9/6/2017,2pm-4pm,,,,38,,,,,25
9/6/2017,4pm-6pm,27,37,10,18,,,,,
9/6/2017,4pm-6pm,,,,,,,8,,
9/6/2017,6pm-8pm,18,,,,,30,,8,
9/6/2017,6pm-8pm,,31,,,,,,,
9/7/2017,8am-10am,27,14,,,32,,,,
9/7/2017,8am-10am,30,,,,,,11,,
9/7/2017,10am-12pm,,,,,,34,,,34
9/7/2017,10am-12pm,,,,,,,,,
9/7/2017,12pm-2pm,,,31,,,,23,,
9/7/2017,12pm-2pm,,,,,,,,,7
9/7/2017,12pm-2pm,,,,,,15,,,
9/7/2017,2pm-4pm,,23,,,,,,,9
9/7/2017,4pm-6pm,,,33,,,,,,
9/7/2017,2pm-4pm,15,,17,,,30,,,
9/8/2017,8am-10am,,,,,15,,,,
9/8/2017,8am-10am,13,,,,5,,,,
9/8/2017,10am-12pm,,17,,,,,21,7,
9/8/2017,12pm-2pm,,,15,38,,,,35,
9/8/2017,2pm-4pm,,,10,,,,,,14
9/8/2017,4pm-6pm,3,,,,,,,30,
9/9/2017,8am-10am,,,,,,,26,,
9/9/2017,8am-10am,,,,,,,,,25
9/9/2017,10am-12pm,,,,37,,,,,6
9/9/2017,10am-12pm,,,6,18,,32,,,
9/9/2017,12pm-2pm,,,14,,12,,,,
9/9/2017,2pm-4pm,,,,,,,34,,
9/9/2017,4pm-6pm,,,,,,22,,,30
9/9/2017,6pm-8pm,19,,26,,,,,,
9/9/2017,4pm-6pm,36,,,,,,,,
9/9/2017,6pm-8pm,,12,,,,,,,
9/9/2017,8am-10am,,,,,,,1,,
9/10/2017,8am-10am,,,,,,10,,2,
9/10/2017,10am-12pm,,,16,,,9,,20,
9/10/2017,10am-12pm,,,,36,,,,,
9/10/2017,12pm-2pm,,,6,17,,,,0,
9/10/2017,2pm-4pm,12,,,30,,,,25,
9/10/2017,12pm-2pm,,,,,,,,,
9/10/2017,4pm-6pm,,,,,28,,,,
9/10/2017,4pm-6pm,9,,17,19,36,,34,10,
9/10/2017,6pm-8pm,14,20,,31,,,,,
9/10/2017,6pm-8pm,,,,,,,,26,
9/11/2017,8am-10am,,,,,37,3,,23,
9/11/2017,8am-10am,,,37,,,,,,26
9/11/2017,10am-12pm,,,,,4,,,,
9/11/2017,10am-12pm,,30,,,,,,,
9/11/2017,12pm-2pm,,,,,,,33,,
9/11/2017,12pm-2pm,,,19,,,,,,
9/11/2017,2pm-4pm,,,,,,,,,
9/11/2017,4pm-6pm,,,,,,,,1,
9/11/2017,6pm-8pm,,,,,32,,,,
9/12/2017,8am-10am,,,,,,,,,
9/12/2017,8am-10am,4,26,,,2,2,,,
9/12/2017,10am-12pm,,,,,,,,,11
9/12/2017,10am-12pm,,,33,,32,,,,
9/12/2017,12pm-2pm,,,39,,,,,,
9/12/2017,12pm-2pm,,,,,,,26,,
9/12/2017,2pm-4pm,,,,,29,,,,11
9/12/2017,2pm-4pm,12,,,,,,,,
9/12/2017,4pm-6pm,4,,,,,,,31,
9/12/2017,4pm-6pm,,,,,29,,,,
9/12/2017,6pm-8pm,,,1,32,,,,,32
9/12/2017,6pm-8pm,0,20,37,34,,,36,,
9/13/2017,8am-10am,,34,14,,,,,,
9/13/2017,10am-12pm,6,,,,,,,,
9/13/2017,12pm-2pm,,,34,,,,,,
9/13/2017,2pm-4pm,,,,,,,,,
9/13/2017,4pm-6pm,,,,,,,,,
9/13/2017,4pm-6pm,,,,,,,21,,
9/13/2017,6pm-8pm,18,,32,,,,,,
9/13/2017,6pm-8pm,7,,,,,,,,9
9/14/2017,8am-10am,,,,,,19,,,16
9/14/2017,10am-12pm,,,,,37,,,,
9/14/2017,12pm-2pm,,,,,,,,38,
9/15/2017,8am-10am,,,,32,,,36,,
9/15/2017,8am-10am,,,,,7,,,38,
9/15/2017,10am-12pm,,,,4,,32,,21,
9/15/2017,10am-12pm,15,,,,,19,29,,
9/15/2017,12pm-2pm,26,29,15,,,,,,
9/15/2017,12pm-2pm,,22,,,,,10,,
9/15/2017,2pm-4pm,,17,19,,,,,,
9/16/2017,8am-10am,4,,24,28,,,,,
9/16/2017,8am-10am,,18,,,,,,,
9/16/2017,10am-12pm,,,,,,,,,
9/16/2017,10am-12pm,,,,,33,,,,
9/16/2017,12pm-2pm,,16,,,27,25,37,2,
9/16/2017,12pm-2pm,30,4,,10,,,,,
9/16/2017,2pm-4pm,,,,,,,,,
9/16/2017,2pm-4pm,,,,37,,28,6,,
9/16/2017,4pm-6pm,,10,,14,,19,,,
9/16/2017,6pm-8pm,,,,30,31,,,,
9/16/2017,4pm-6pm,,,20,,,,,,
9/16/2017,6pm-8pm,,,,,23,,,,
9/17/2017,8am-10am,,,,,,,,,
9/17/2017,8am-10am,,5,,,,,,24,
9/17/2017,10am-12pm,,,9,,,,,,
9/17/2017,10am-12pm,,,,1,,,,,31
9/17/2017,12pm-2pm,,,,,,,,,
9/17/2017,12pm-2pm,,,,,,6,,,
9/17/2017,2pm-4pm,2,,,36,,,,33,
9/17/2017,2pm-4pm,8,,,,,,,,
9/17/2017,4pm-6pm,,6,,,14,,,,
9/17/2017,4pm-6pm,,,,,,,,,
9/17/2017,6pm-8pm,,,32,,,,,39,
9/18/2017,8am-10am,,,,,30,,,,
9/18/2017,8am-10am,,,,,,,,,
9/18/2017,10am-12pm,,,,,,,,,30
9/18/2017,10am-12pm,,,,,,,23,,34
9/18/2017,12pm-2pm,,,25,,,,,,33
9/18/2017,12pm-2pm,,11,,,,,,23,
9/18/2017,2pm-4pm,26,,,,,,,,
9/18/2017,4pm-6pm,,,,,,,,,24
9/18/2017,4pm-6pm,,9,,13,,,21,9,18
9/18/2017,6pm-8pm,,,,,37,,,,
9/19/2017,8am-10am,,,,,37,,,,
9/19/2017,8am-10am,6,,,33,,,,,
9/19/2017,10am-12pm,,,,,,,19,,
9/19/2017,12pm-2pm,,13,11,,9,16,,,8
9/19/2017,2pm-4pm,,,,,,,,,
9/19/2017,4pm-6pm,,8,,,,,,,30
9/19/2017,4pm-6pm,,,19,39,,24,,,
9/19/2017,6pm-8pm,,,,,,19,17,,
9/19/2017,6pm-8pm,,,,,,,30,21,
9/20/2017,8am-10am,15,,,,11,,,,
9/20/2017,8am-10am,,37,,,,,,,
9/20/2017,10am-12pm,,17,,,,,,,
9/20/2017,10am-12pm,16,,,,,,,,
9/20/2017,12pm-2pm,,,,,,,,2,
9/20/2017,12pm-2pm,,,29,,,30,,,
9/20/2017,2pm-4pm,,,,,24,,,,
9/20/2017,2pm-4pm,22,,,,,,,,8
9/20/2017,2pm-4pm,,,,,,,,35,11
9/20/2017,4pm-6pm,,,,,,,23,,
9/20/2017,4pm-6pm,,,16,,,,,,
9/20/2017,2pm-4pm,,,,,,39,,,
9/23/2017,8am-10am,2,,,,,,,,
9/23/2017,8am-10am,,,,,39,,,,
9/23/2017,10am-12pm,,,,,7,,24,,
9/23/2017,8am-10am,,,3,,,,,11,4
9/23/2017,12pm-2pm,,,,,,,,,
9/23/2017,12pm-2pm,16,,17,,,,,,
9/23/2017,2pm-4pm,,4,,13,,7,,,5
9/23/2017,2pm-4pm,22,8,,,8,,,9,
9/23/2017,2pm-4pm,,,,,,,,,
9/23/2017,4pm-6pm,,,,,,29,,6,
9/24/2017,8am-10am,,4,,,,36,,,
9/24/2017,8am-10am,,,,28,,,,38,11
9/24/2017,10am-12pm,,10,25,17,19,,32,,5
9/24/2017,10am-12pm,,,,,,,,,26
9/24/2017,12pm-2pm,,,,,,,,,
9/24/2017,12pm-2pm,,,,,,,,16,
9/24/2017,2pm-4pm,,,,,,,35,,
9/24/2017,2pm-4pm,,,,,,,,22,
9/24/2017,4pm-6pm,,,,3,,36,,24,
9/25/2017,8am-10am,,,,,2,29,,,
9/25/2017,8am-10am,,,,39,6,,,,
9/25/2017,10am-12pm,,,,31,,,34,,
9/25/2017,12pm-2pm,,,,34,,,,,
9/25/2017,12pm-2pm,,,,,,24,,,
9/25/2017,2pm-4pm,,31,36,,,,33,,
9/25/2017,4pm-6pm,20,,,,32,,,,29
9/25/2017,2pm-4pm,9,,,,21,,3,,
9/25/2017,4pm-6pm,,3,,29,,,11,34,
9/26/2017,8am-10am,,,,,33,,,,
9/26/2017,10am-12pm,37,,,,,,,,
9/26/2017,10am-12pm,,,6,,,30,,,
9/26/2017,12pm-2pm,,,,,25,3,,,
9/26/2017,12pm-2pm,,3,25,,30,,33,,
9/26/2017,2pm-4pm,,31,,,16,,,34,
9/26/2017,2pm-4pm,,,,,25,,,,
9/26/2017,4pm-6pm,,,,,,,,,
9/26/2017,4pm-6pm,,,,,,,,,
9/27/2017,8am-10am,,,,,,33,,,
9/27/2017,8am-10am,32,,,,,,,39,
9/27/2017,10am-12pm,,,16,18,,,,6,
9/27/2017,12pm-2pm,,26,5,,,,22,,
9/27/2017,12pm-2pm,,,,,,,,,
9/27/2017,2pm-4pm,,,,,,,,,10
9/27/2017,2pm-4pm,39,23,,,6,,,15,
9/27/2017,2pm-4pm,,5,,12,17,,,,
9/27/2017,4pm-6pm,6,,,37,12,,,,
9/30/2017,8am-10am,,,,,,,,,
9/30/2017,10am-12pm,,,,,,,,,29
9/30/2017,12pm-2pm,15,,37,,,,,,22
9/30/2017,12pm-2pm,,,,,,,,,
9/30/2017,2pm-4pm,20,,,,,25,,,14
9/30/2017,2pm-4pm,,11,,23,,,,,
9/30/2017,2pm-4pm,13,,,,27,,,,
9/30/2017,2pm-4pm,8,,,,,,,,16
9/30/2017,4pm-6pm,,,,,,24,29,,
10/1/2017,8am-10am,0,31,,,,,,,
10/1/2017,8am-10am,,,,,,,,,
10/1/2017,10am-12pm,,,,,,11,,,25
10/1/2017,10am-12pm,,,,,18,30,12,,
10/1/2017,12pm-2pm,,,,,,,,14,7
10/1/2017,2pm-4pm,,12,25,,,37,,,
10/1/2017,2pm-4pm,,,,,,,,,
10/1/2017,2pm-4pm,,,,,,,,,
10/4/2017,4pm-6pm,,,31,,19,,15,,36
10/2/2017,8am-10am,,,,28,,11,36,,
10/2/2017,8am-10am,,9,19,36,19,37,,,
10/2/2017,10am-12pm,,,,21,,,,,
10/2/2017,10am-12pm,,,,,,,34,,
10/2/2017,12pm-2pm,,,,,,9,,,
10/2/2017,2pm-4pm,,0,,,,,,39,
10/2/2017,12pm-2pm,,,,,14,,,,23
10/2/2017,2pm-4pm,,,,7,,0,,,
10/2/2017,2pm-4pm,,31,,,,,,37,
10/2/2017,4pm-6pm,22,,,,,34,,,
10/1/2017,2pm-4pm,,,34,,,,,,
10/3/2017,8am-10am,,,,,,,28,,
10/3/2017,8am-10am,,,,,,,,,
10/3/2017,10am-12pm,,,,,,,,,
10/3/2017,10am-12pm,,,,38,,,37,,
10/3/2017,12pm-2pm,,,,20,,,,,
10/3/2017,12pm-2pm,,,,,,,,,
10/3/2017,2pm-4pm,,,,,,,35,,
10/3/2017,2pm-4pm,,22,,,,32,,,
10/3/2017,4pm-6pm,,,,,,,,,29
10/4/2017,8am-10am,,,,,,,27,33,17
10/4/2017,8am-10am,,8,,,32,,,,
10/4/2017,10am-12pm,,,,4,26,,,5,
10/4/2017,10am-12pm,,,,,,,,,
10/4/2017,12pm-2pm,,,27,,,,,,13
10/4/2017,12pm-2pm,,,,17,26,,7,,
10/4/2017,2pm-4pm,,,,,,,,,
10/4/2017,2pm-4pm,,18,,,21,,,12,
10/7/2017,8am-10am,8,,,,,,,,
10/7/2017,8am-10am,,,,,,,,,
10/7/2017,10am-12pm,,,,,,1,30,,19
10/7/2017,10am-12pm,,,11,,,12,,30,
10/7/2017,12pm-2pm,10,,,,,,,,
10/7/2017,12pm-2pm,,,,,,,,,
10/7/2017,2pm-4pm,,,,,,,,,37
10/7/2017,4pm-6pm,,,,,,18,,,33
10/7/2017,4pm-6pm,16,36,,,,,,30,
10/8/2017,8am-10am,,,,,,13,,,
10/8/2017,8am-10am,23,,,,,,,20,
10/8/2017,8am-10am,,37,,,,,9,,
10/8/2017,12pm-2pm,,,,,,,,,
10/8/2017,12pm-2pm,39,,,,,39,,,
10/8/2017,2pm-4pm,,,,,,,,39,
10/8/2017,2pm-4pm,,,,33,31,25,,,
10/8/2017,2pm-4pm,,,,,,22,,32,
10/8/2017,2pm-4pm,,,,,,,,,16
10/8/2017,4pm-6pm,,9,,,,,16,24,15
10/8/2017,4pm-6pm,,6,,,26,,,,
10/9/2017,8am-10am,,5,,,17,,,,
10/9/2017,10am-12pm,,,,,,,,,35
10/9/2017,12pm-2pm,34,,,,,12,,,
10/9/2017,12pm-2pm,32,14,,28,,,,,
10/9/2017,2pm-4pm,,,,,,6,,,
10/9/2017,2pm-4pm,,,,,,,,,
10/9/2017,4pm-6pm,37,,10,,33,6,,,
10/9/2017,2pm-4pm,,2,,15,,,,,16
10/9/2017,4pm-6pm,,,2,,30,,,,
10/10/2017,10am-12pm,,,35,,7,,20,32,9
10/10/2017,8am-10am,,,,,21,,,,
10/10/2017,12pm-2pm,,,,,,,,,
10/10/2017,2pm-4pm,,,,,,,,9,
10/10/2017,2pm-4pm,,7,,,,,4,,
10/10/2017,4pm-6pm,,,,22,,34,,29,17
10/11/2017,8am-10am,,,,,,22,,,
10/11/2017,8am-10am,16,,,,,27,21,,16
10/11/2017,10am-12pm,26,9,,1,,,30,,
10/11/2017,10am-12pm,19,,,,,,39,,
10/11/2017,2pm-4pm,,,13,,,31,,,
10/11/2017,2pm-4pm,,,,,,,,19,
10/11/2017,2pm-4pm,,22,,,,,11,,
10/11/2017,4pm-6pm,23,,,,,,,,
10/11/2017,4pm-6pm,34,,,34,15,,,,7
10/14/2017,8am-10am,,,10,,24,,,19,
10/14/2017,8am-10am,,,,,,9,,25,
10/14/2017,10am-12pm,,,,,,,,20,
10/14/2017,10am-12pm,,,,,,,,9,16
10/14/2017,12pm-2pm,,,,,,,,,
10/14/2017,12pm-2pm,,,,,,7,,,
10/14/2017,2pm-4pm,,,,,,,,,
10/14/2017,2pm-4pm,,10,,,33,,11,,
10/14/2017,2pm-4pm,,20,,,,,,,
10/14/2017,4pm-6pm,,,,,,36,,17,
10/14/2017,4pm-6pm,,,,,,,,,
10/15/2017,8am-10am,3,,,,,,,,
10/15/2017,8am-10am,,,,,,30,,5,
10/15/2017,10am-12pm,29,,,,15,,,,
10/15/2017,12pm-2pm,,38,,9,,28,,,
10/15/2017,12pm-2pm,,,,,31,,,,
10/15/2017,12pm-2pm,,15,,,,,27,,
10/15/2017,2pm-4pm,,,,29,,,,,
10/15/2017,2pm-4pm,,,,,10,,,,
10/15/2017,2pm-4pm,,,11,,,,,31,12
10/15/2017,4pm-6pm,,28,,,,,,,
10/15/2017,2pm-4pm,5,27,,,,,,,35
10/15/2017,4pm-6pm,,,,,,,2,,
10/16/2017,8am-10am,,,,,8,,,,
10/16/2017,8am-10am,,,,,,16,,10,
10/16/2017,10am-12pm,36,31,29,,,,,34,
10/16/2017,10am-12pm,25,,,,34,5,16,,
10/16/2017,12pm-2pm,,,,,13,,,,26
10/16/2017,12pm-2pm,,32,,,,,,,
10/16/2017,2pm-4pm,,9,,,,,,,
10/16/2017,2pm-4pm,,,,,10,,,,
10/16/2017,2pm-4pm,,,33,,25,,,,5
10/16/2017,4pm-6pm,,,,,,,,34,
10/17/2017,8am-10am,,,,,,,18,19,
10/17/2017,8am-10am,,,,,12,29,,,
10/17/2017,10am-12pm,0,,,,,,,,
10/17/2017,10am-12pm,,,,,16,,,20,
10/16/2017,2pm-4pm,,,,28,34,,,,
10/16/2017,4pm-6pm,,35,,,,25,,,
10/17/2017,12pm-2pm,,,,,,,,,
10/17/2017,12pm-2pm,,11,,,,,16,,
10/17/2017,2pm-4pm,37,,,,,,,,
10/17/2017,2pm-4pm,,13,0,39,29,,,,
10/17/2017,2pm-4pm,,,,,,,,35,
10/17/2017,2pm-4pm,,3,,,,,15,,
10/17/2017,4pm-6pm,,,,,,,,,
10/17/2017,4pm-6pm,,,,,,20,35,,34
10/18/2017,8am-10am,,,2,,9,,,,31
10/18/2017,8am-10am,,,,,,,,,
10/18/2017,10am-12pm,,,,,,31,8,,
10/18/2017,10am-12pm,,,,17,1,,,,
10/18/2017,12pm-2pm,,,,,,4,,,
10/18/2017,2pm-4pm,,,,,,15,,,
10/18/2017,2pm-4pm,,,,39,,,,,
10/18/2017,2pm-4pm,,,37,,,,,,
10/18/2017,4pm-6pm,2,1,,,,,39,,5
10/18/2017,4pm-6pm,,,,,,,16,,
10/21/2017,8am-10am,,1,,,,,,,
10/21/2017,8am-10am,,,,,,,,,37
10/21/2017,10am-12pm,,,16,,,,,2,
10/21/2017,10am-12pm,,,,,,,,,
10/21/2017,12pm-2pm,,,,6,,,,,
10/21/2017,12pm-2pm,13,,,,,,,,
10/21/2017,2pm-4pm,,,,,9,,,,
10/21/2017,2pm-4pm,,,,,,,,,
10/21/2017,2pm-4pm,,,4,,38,,,,
10/21/2017,2pm-4pm,,,,35,,,,,
10/21/2017,4pm-6pm,,,,,,,,,
10/22/2017,8am-10am,,,,,,,,,28
10/22/2017,8am-10am,,,19,,0,,,,30
10/22/2017,10am-12pm,,,,,,,,,36
10/22/2017,10am-12pm,,,,,,39,,23,
10/22/2017,12pm-2pm,,,,,,,14,,
10/22/2017,12pm-2pm,10,,16,,,,,,
10/22/2017,2pm-4pm,,,,,,35,,,24
10/22/2017,2pm-4pm,,,,15,,,,,26
10/22/2017,2pm-4pm,16,,,,,,,,
10/22/2017,4pm-6pm,,,,,,,,,
10/22/2017,4pm-6pm,1,,,,,,,,
10/23/2017,8am-10am,,,,,,,,,
10/23/2017,8am-10am,,,,,6,,,2,
10/23/2017,10am-12pm,,,,22,,9,,,
10/23/2017,10am-12pm,,,,,,,,,
10/23/2017,12pm-2pm,,,,,14,,,,
10/23/2017,12pm-2pm,,,,,19,,30,,7
10/24/2017,8am-10am,,,,,38,10,,,36
10/24/2017,8am-10am,,,39,9,,,12,,
10/24/2017,10am-12pm,7,,,,,,,,
10/24/2017,10am-12pm,,,,38,,,,9,
10/23/2017,2pm-4pm,22,,4,,,,,,
10/24/2017,4pm-6pm,,,38,,,,,,24
10/24/2017,12pm-2pm,,5,,,29,4,,,
10/24/2017,12pm-2pm,6,,22,,,,,3,
10/24/2017,10am-12pm,,27,7,,,35,25,,
10/24/2017,2pm-4pm,,,,,21,9,,,
10/24/2017,2pm-4pm,,4,,,9,,,,
10/24/2017,2pm-4pm,,,,,,,,,16
10/24/2017,4pm-6pm,,27,,,20,,,11,
10/24/2017,4pm-6pm,,,,,37,,,,
10/25/2017,8am-10am,,,,,,,,,
10/25/2017,8am-10am,,,12,,,,,,
